ORDR ID:			Disease Name:	Synonym(s):	OMIM Num(s):	Orphanet Num(s):	URL:
8629			Acute hemorrhagic leukoencephalitis	AHL;AHLE	606752		http://rarediseases.info.nih.gov/gard/8629/Acute-hemorrhagic-leukoencephalitis/resources/1
8630			Chromosome 10q duplication	10q duplication;10q trisomy;Duplication 10q;Partial trisomy 10q;Trisomy 10q			http://rarediseases.info.nih.gov/gard/8630/Chromosome-10q-duplication/resources/1
8631			Chromosome 18p deletion syndrome	18p deletion syndrome;18p minus syndrome;18p-;18p- syndrome;De Grouchy syndrome;Del(18p) syndrome;Deletion 18p syndrome;Monosomy 18p	146390	1598	http://rarediseases.info.nih.gov/gard/8631/Chromosome-18p-deletion-syndrome/resources/1
8635			2-hydroxyethyl methacrylate sensitization	2-HEMA sensitization;Sensitization to 2-hydroxyethyl methacrylate			http://rarediseases.info.nih.gov/gard/8635/2-hydroxyethyl-methacrylate-sensitization/resources/1
8638			Acute biphenotypic leukemia	Acute leukemia of ambiguous lineage;Acute leukemia of undetermined lineage;ALL with myeloid markers;AML with lymphoid markers;B-cell prolymphocytic leukemia;B-PLL;BAL;Biphenotypic acute leukemia;Hybrid acute leukemia;Mixed lineage acute leukemia;Mixed phenotype acute leukemia;Undifferentiated acute leukemia			http://rarediseases.info.nih.gov/gard/8638/Acute-biphenotypic-leukemia/resources/1
8639			Acute disseminated encephalomyelitis	Acute disseminated encephalitis;ADE;ADEM		83597	http://rarediseases.info.nih.gov/gard/8639/Acute-disseminated-encephalomyelitis/resources/1
8640			Acute zonal occult outer retinopathy				http://rarediseases.info.nih.gov/gard/8640/Acute-zonal-occult-outer-retinopathy/resources/1
8641			Adnexal spiradenoma/cylindroma of a sweat gland	Adnexal sweat gland spiradenoma/cylindroma			http://rarediseases.info.nih.gov/gard/8641/Adnexal-spiradenoma/cylindroma-of-a-sweat-gland/resources/1
8642			Granulosa cell tumor of the ovary	Adult granulosa cell tumor of the ovary;GCT of the ovary;Granulosa theca cell tumor;Granulosa theca cell tumor of the ovary;GTCT			http://rarediseases.info.nih.gov/gard/8642/Granulosa-cell-tumor-of-the-ovary/resources/1
8644			Alveolar capillary dysplasia	"ACDMPV;Alveolar capillary dysplasia with misalignment of pulmonary veins;Alveolar capillary dysplasia with misalignment of pulmonary vessels;Alveolar capillary dysplasia with pulmonary venous misalignment;Congenital alveolar capillary dysplasia;Familial persistent pulmonary hypertension of the newborn;Pulmonary hypertension, familial persistent of the newborn"	265380	210122	http://rarediseases.info.nih.gov/gard/8644/Alveolar-capillary-dysplasia/resources/1
8646			Aneurysmal bone cysts				http://rarediseases.info.nih.gov/gard/8646/Aneurysmal-bone-cysts/resources/1
8648			Desmoplastic infantile ganglioglioma	DIG			http://rarediseases.info.nih.gov/gard/8648/Desmoplastic-infantile-ganglioglioma/resources/1
8649			Benign eccrine spiradenoma	"Eccrine spiradenoma;Eccrine spiradenoma, benign;ES"			http://rarediseases.info.nih.gov/gard/8649/Benign-eccrine-spiradenoma/resources/1
8650			Embryonal sarcoma				http://rarediseases.info.nih.gov/gard/8650/Embryonal-sarcoma/resources/1
8651			Enlarged vestibular aqueduct syndrome	Large vestibular aqueduct syndrome			http://rarediseases.info.nih.gov/gard/8651/Enlarged-vestibular-aqueduct-syndrome/resources/1
8653			Erythema elevatum diutinum			90000	http://rarediseases.info.nih.gov/gard/8653/Erythema-elevatum-diutinum/resources/1
8655			Familial interstitial fibrosis				http://rarediseases.info.nih.gov/gard/8655/Familial-interstitial-fibrosis/resources/1
8658			Glomus tympanicum tumor	Glomus tympanicum paraganglioma	168000		http://rarediseases.info.nih.gov/gard/8658/Glomus-tympanicum-tumor/resources/1
8659			Fibular aplasia				http://rarediseases.info.nih.gov/gard/8659/Fibular-aplasia/resources/1
8660			Gerstmann syndrome	Developmental Gerstmann syndrome;Gerstmann Badal syndrome;Gerstmann tetrad;GS		221117	http://rarediseases.info.nih.gov/gard/8660/Gerstmann-syndrome/resources/1
8661			Gastroschisis	Congenital fissure of the abdominal cavity	230750	2368	http://rarediseases.info.nih.gov/gard/8661/Gastroschisis/resources/1
8662			Osteodysplasty precocious of Danks Mayne and Kozlowski	Danks Mayne Kozlowski precocious osteodysplasty	259270		http://rarediseases.info.nih.gov/gard/8662/Osteodysplasty-precocious-of-Danks-Mayne-and-Kozlowski/resources/1
8663			Auriculoosteodysplasia	"Auriculo-osteodysplasia;Multiple osseous dysplasia, characteristic ear shape, and short stature"	109000	114	http://rarediseases.info.nih.gov/gard/8663/Auriculoosteodysplasia/resources/1
8668			Chromosome 22q deletion	22q deletion;22q monosomy;Deletion 22q;Monosomy 22q;Partial monosomy 22q			http://rarediseases.info.nih.gov/gard/8668/Chromosome-22q-deletion/resources/1
8669			Chromosome 1q deletion	1q deletion;1q monosomy;Deletion 1q;Monosomy 1q;Partial monosomy 1q			http://rarediseases.info.nih.gov/gard/8669/Chromosome-1q-deletion/resources/1
8672			Kleefstra syndrome	9q- syndrome;9q34.3 microdeletion syndrome;Chromosome 9q deletion syndrome;Chromosome 9q34.3 deletion syndrome	610253	261494	http://rarediseases.info.nih.gov/gard/8672/Kleefstra-syndrome/resources/1
8676			Weber syndrome	Midbrain stroke syndromes			http://rarediseases.info.nih.gov/gard/8676/Weber-syndrome/resources/1
8677			Y chromosome pericentric inversion				http://rarediseases.info.nih.gov/gard/8677/Y-chromosome-pericentric-inversion/resources/1
8680			Wolffian tumor	FATWO;Female adnexal tumor of probable Wolffian origin;WAT;Wolffian adenoma;Wolffian adnexal tumor			http://rarediseases.info.nih.gov/gard/8680/Wolffian-tumor/resources/1
8683			"Crigler Najjar syndrome, type 2"	"Arias syndrome;Bilirubin uridinediphosphate glucuronosyltransferase deficiency type 2;Bilirubin-UGT deficiency type 2;Crigler-Najjar syndrome type 2;Crigler-Najjar syndrome, type II;Hereditary unconjugated hyperbilirubinemia type 2;UGT deficiency type 2"	606785	79235	"http://rarediseases.info.nih.gov/gard/8683/Crigler-Najjar-syndrome,-type-2/resources/1"
8684			Symmastia	Medial confluence of the breasts			http://rarediseases.info.nih.gov/gard/8684/Symmastia/resources/1
8685			Stachybotrys chartarum	Stachybotrys atra			http://rarediseases.info.nih.gov/gard/8685/Stachybotrys-chartarum/resources/1
8686			Autoimmune lymphoproliferative syndrome	"ALPS;Autoimmune lymphoproliferative syndrome type 1, autosomal dominant;Canale-Smith syndrome;FAS deficiency"	601859	3261	http://rarediseases.info.nih.gov/gard/8686/Autoimmune-lymphoproliferative-syndrome/resources/1
8687			Non-A-E hepatitis	"Hepatitis X;Viral hepatitis non-A,-B,-C,-D,-E"			http://rarediseases.info.nih.gov/gard/8687/Non-A-E-hepatitis/resources/1
8689			Autoimmune enteropathy				http://rarediseases.info.nih.gov/gard/8689/Autoimmune-enteropathy/resources/1
8692			Whooping cough	Bordetella pertussis infection;Pertussis			http://rarediseases.info.nih.gov/gard/8692/Whooping-cough/resources/1
8694			Osteogenesis imperfecta type 1	Adair-Dighton syndrome;Mild osteogenesis imperfecta;Non-deforming osteogenesis imperfecta;OI type 1;Osteogenesis imperfecta tarda;Osteogenesis imperfecta with blue sclerae;Van der Hoeve syndrome	166200	216796;666	http://rarediseases.info.nih.gov/gard/8694/Osteogenesis-imperfecta-type-1/resources/1
8695			Osteogenesis imperfecta type 3	"OI type 3;OI type III;Osteogenesis imperfecta, progressively deforming with normal sclerae;Progressive deforming osteogenesis imperfecta;Severe osteogenesis imperfecta"	259420	216812;666	http://rarediseases.info.nih.gov/gard/8695/Osteogenesis-imperfecta-type-3/resources/1
8696			Osteogenesis imperfecta type 4	OI type 4;OI type IV;Osteogenesis imperfecta with normal sclerae	166220	216820;666	http://rarediseases.info.nih.gov/gard/8696/Osteogenesis-imperfecta-type-4/resources/1
8697			Osteogenesis imperfecta type 1A	OI type 1A;Osteogenesis imperfecta type 1 with dentinogenesis imperfecta;Osteogenesis imperfecta with opalescent teeth	166240	666	http://rarediseases.info.nih.gov/gard/8697/Osteogenesis-imperfecta-type-1A/resources/1
8698			Osteogenesis imperfecta Levin type	Gnathodiaphyseal dysplasia;Hyaline body myopathy;Levin syndrome 2;Osteogenesis imperfecta with unusual skeletal lesions	166260	666	http://rarediseases.info.nih.gov/gard/8698/Osteogenesis-imperfecta-Levin-type/resources/1
8699			Osteogenesis imperfecta type 5	OI type 5;OI type V;Type V OI	610967	216828;666	http://rarediseases.info.nih.gov/gard/8699/Osteogenesis-imperfecta-type-5/resources/1
8700			Osteogenesis imperfecta type 6	OI type 6;OI type VI;OI6	610968	216820;666	http://rarediseases.info.nih.gov/gard/8700/Osteogenesis-imperfecta-type-6/resources/1
8701			Osteogenesis imperfecta type 7	OI type 7;OI type VII	610682	666	http://rarediseases.info.nih.gov/gard/8701/Osteogenesis-imperfecta-type-7/resources/1
8702			Atypical hemolytic uremic syndrome	"AHUS;Atypical hemolytic-uremic syndrome;Atypical HUS;D-HUS;Hemolytic-uremic syndrome without diarrhea;HUS, atypical"	235400	2134	http://rarediseases.info.nih.gov/gard/8702/Atypical-hemolytic-uremic-syndrome/resources/1
8703			Primary angiitis of the central nervous system	Granulomatous angiitis of the central nervous system;Isolated angiitis of the central nervous system;PACNS;PCNSV;Primary central nervous system vasculitis;Primary CNS vasculitis;Primary vasculitis of the central nervous system		140989	http://rarediseases.info.nih.gov/gard/8703/Primary-angiitis-of-the-central-nervous-system/resources/1
8704			Benign angiitis of the central nervous system	BACNS			http://rarediseases.info.nih.gov/gard/8704/Benign-angiitis-of-the-central-nervous-system/resources/1
8705			Klinefelter syndrome	Klinefelter's syndrome;XXY syndrome		484	http://rarediseases.info.nih.gov/gard/8705/Klinefelter-syndrome/resources/1
8706			Stewart Treves syndrome	Angiosarcoma associated with chronic lymphedema;Lymphangiosarcoma following mastectomy;Postmastectomy extremity angiosarcoma			http://rarediseases.info.nih.gov/gard/8706/Stewart-Treves-syndrome/resources/1
8707			Absence of Tibia	"Bilateral absence of the tibia;Congenital aplasia and dysplasia of the tibia with intact fibula;Congenital longitudinal deficiency of the tibia;Tibia, absence of;Tibial hemimelia;Tibial longitudinal meromelia"	275220	93322	http://rarediseases.info.nih.gov/gard/8707/Absence-of-Tibia/resources/1
8708			Amyloid neuropathy	Neuropathy amyloid			http://rarediseases.info.nih.gov/gard/8708/Amyloid-neuropathy/resources/1
8709			Absent patella	Familial absence of the patella;Familial aplasia of the patella (subtype);Patella aplasia-hypoplasia;Patella aplasia/hypoplasia;PTLAH	168860	86789	http://rarediseases.info.nih.gov/gard/8709/Absent-patella/resources/1
8710			Passos-Bueno syndrome	"Mental retardation, hypotonicity, incontinence, muscle atrophy, and inability to walk or speak"	267750		http://rarediseases.info.nih.gov/gard/8710/Passos-Bueno-syndrome/resources/1
8711			Spheroid body myopathy	Autosomal dominant spheroid body myopathy	182920		http://rarediseases.info.nih.gov/gard/8711/Spheroid-body-myopathy/resources/1
8712			Hemoglobinemia	Haemoglobinemia			http://rarediseases.info.nih.gov/gard/8712/Hemoglobinemia/resources/1
8713			Achondrogenesis type 2	"ACG2;Achondrogenesis, Langer-Saldino type;Chondrogenesis imperfecta;Langer-Saldino achondrogenesis"	200610	93296	http://rarediseases.info.nih.gov/gard/8713/Achondrogenesis-type-2/resources/1
8717			Spondylometaphyseal dysplasia with dentinogenesis imperfecta	Chondrodysplasia - dentinogenesis imperfecta - joint laxity;Goldblatt chondrodysplasia;Goldblatt syndrome;ODCD;Odontochondrodysplasia	184260	166272	http://rarediseases.info.nih.gov/gard/8717/Spondylometaphyseal-dysplasia-with-dentinogenesis-imperfecta/resources/1
8719			Spondylometaphyseal dysplasia with bowed forearms and facial dysmorphism	SMD with with bowed forearms and facial dysmorphism	607543		http://rarediseases.info.nih.gov/gard/8719/Spondylometaphyseal-dysplasia-with-bowed-forearms-and-facial-dysmorphism/resources/1
8720			Axial spondylometaphyseal dysplasia	Axial SMD;SMD Axial;Spondylometaphyseal dysplasia axial type	602271	168549	http://rarediseases.info.nih.gov/gard/8720/Axial-spondylometaphyseal-dysplasia/resources/1
8721			Dystonia 10	"Dystonia, familial paroxysmal;DYT10;EKD1;Familial paroxysmal dystonia;Familial paroxysmal kinesigenic dyskinesia;Familial PKD;Paroxysmal dystonia;Paroxysmal kinesigenic choreathetosis;Paroxysmal kinesigenic choreoathetosis;Paroxysmal kinesigenic dyskinesia;PKC"	128200	200037;98809	http://rarediseases.info.nih.gov/gard/8721/Dystonia-10/resources/1
8722			Dystonia 8	Autosomal dominant chorioretinopathy - microcephaly;Choreoathetosis familial paroxysmal;DYT8;Familial paroxysmal choreoathetosis;FPD1;Mount-Reback syndrome;Nonkinesigenic choreoathetosis;Paroxysmal dystonic choreoathetosis;Paroxysmal non-kinesigenic dyskinesia;Paroxysmal nonkinesigenic dyskinesia;Paroxystic non-kinesigenic choreoathetosis;PDC;PNKD1	118800	93442;98810	http://rarediseases.info.nih.gov/gard/8722/Dystonia-8/resources/1
8723			5q- syndrome	5q deletion syndrome;5q minus syndrome;5q syndrome;MAR;Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality;Refractory macrocytic anemia due to 5q deletion	153550	86841	http://rarediseases.info.nih.gov/gard/8723/5q--syndrome/resources/1
8724			"Torticollis, familial"	Familial spasmodic torticollis;Familial torticollis	189600		"http://rarediseases.info.nih.gov/gard/8724/Torticollis,-familial/resources/1"
8729			Neurosyphilis				http://rarediseases.info.nih.gov/gard/8729/Neurosyphilis/resources/1
8730			Syphilitic myelopathy	Tabes dorsalis			http://rarediseases.info.nih.gov/gard/8730/Syphilitic-myelopathy/resources/1
8731			Syphilitic aseptic meningitis	"Meningeal syphilis;Meningitis, syphilitic;Syphilitic meningitis"			http://rarediseases.info.nih.gov/gard/8731/Syphilitic-aseptic-meningitis/resources/1
8732			Hemophilia B	Christmas disease;Factor IX deficiency;HEM B;Hemophilia	306900	448;98879	http://rarediseases.info.nih.gov/gard/8732/Hemophilia-B/resources/1
8735			Hypophosphatasia childhood	Childhood hypophosphatasia;HHRH;HPP;Hypophosphatasia;Phosphoethanolaminuria;Rathburn disease	241510	436	http://rarediseases.info.nih.gov/gard/8735/Hypophosphatasia-childhood/resources/1
8737			Idiopathic hypersomnolence	Idiopathic hypersomnia;Idiopathic hypersomnolence;Primary hypersomnia		33208	http://rarediseases.info.nih.gov/gard/8737/Idiopathic-hypersomnolence/resources/1
8741			Unilateral absence of a pulmonary artery	"Congenital absence of the pulmonary artery;Isolated UAPA;Isolated unilateral absence of a pulmonary artery;Pulmonary artery, isolated unilateral absence of"			http://rarediseases.info.nih.gov/gard/8741/Unilateral-absence-of-a-pulmonary-artery/resources/1
8742			Limbic encephalitis			163892	http://rarediseases.info.nih.gov/gard/8742/Limbic-encephalitis/resources/1
8743			Meckel syndrome type 2	MKS2	603194		http://rarediseases.info.nih.gov/gard/8743/Meckel-syndrome-type-2/resources/1
8744			Meckel syndrome type 3	MKS3	607361		http://rarediseases.info.nih.gov/gard/8744/Meckel-syndrome-type-3/resources/1
8745			Marinesco-Sjogren-like syndrome (MSLS)	"Juvenile cataract, cerebellar atrophy, mental retardation, and myopathy"	248810		http://rarediseases.info.nih.gov/gard/8745/Marinesco-Sjogren-like-syndrome--MSLS-/resources/1
8746			"Sjogren's syndrome, juvenile, secondary to autoimmune disease"				"http://rarediseases.info.nih.gov/gard/8746/Sjogren's-syndrome,-juvenile,-secondary-to-autoimmune-disease/resources/1"
8748			"Camurati Engelmann disease, type 2"	CED2;Progressive diaphyseal dysplasia with striations of the bones	606631		"http://rarediseases.info.nih.gov/gard/8748/Camurati-Engelmann-disease,-type-2/resources/1"
8749			Central pontine myelinolysis	CPM			http://rarediseases.info.nih.gov/gard/8749/Central-pontine-myelinolysis/resources/1
8750			"Coxa vara, congenital"		122750		"http://rarediseases.info.nih.gov/gard/8750/Coxa-vara,-congenital/resources/1"
8754			"Hydrops, Ectopic calcification, Moth-eaten skeletal dysplasia"	"Autosomal recessive lethal chondrodystrophy with congenital hydrops;Greenberg dysplasia;Greenberg skeletal dysplasia;HEM;HEM dysplasia;HEM/Greenberg dysplasia;Hydrops - ectopic calcification - motheaten;Skeletal dysplasia, Greenberg type"	215140	1426	"http://rarediseases.info.nih.gov/gard/8754/Hydrops,-Ectopic-calcification,-Moth-eaten-skeletal-dysplasia/resources/1"
8755			Arhinia choanal atresia microphthalmia	Arrhinia - choanal atresia - microphthalmia;Bosma arhinia microphthalmia syndrome;Bosma Henkin Christiansen syndrome;Congenital absence of nose and anterior nasopharynx	603457	1135	http://rarediseases.info.nih.gov/gard/8755/Arhinia-choanal-atresia-microphthalmia/resources/1
8756			Arts syndrome	ARTS;Lethal ataxia with deafness and optic atrophy;Lethal ataxia-deafness-optic atrophy ;X-linked fatal ataxia with deafness and loss of vision	301835	1187;140952	http://rarediseases.info.nih.gov/gard/8756/Arts-syndrome/resources/1
8757			Pleuropulmonary blastoma	PPB;Pulmonary blastoma	601200	64742	http://rarediseases.info.nih.gov/gard/8757/Pleuropulmonary-blastoma/resources/1
8759			Ocular cicatricial pemphigoid	"Cicatricial pemphigoid, ocular;Pemphigoid, ocular cicatricial"	164185		http://rarediseases.info.nih.gov/gard/8759/Ocular-cicatricial-pemphigoid/resources/1
8761			Keshan disease	Caused by deficiency of selenium in the diet;Enlarged heart and poor heart function			http://rarediseases.info.nih.gov/gard/8761/Keshan-disease/resources/1
9118			Fanconi renotubular syndrome	Adult Fanconi syndrome;Fanconi syndrome without cystinosis;FRTS;Renal Fanconi syndrome;RFS	134600		http://rarediseases.info.nih.gov/gard/9118/Fanconi-renotubular-syndrome/resources/1
9119			Lung agenesis	Congenital lung agenesis;Pulmonary agenesis;Unilateral lobar pulmonary agenesis;Unilateral lung agenesis	601612	984	http://rarediseases.info.nih.gov/gard/9119/Lung-agenesis/resources/1
9120			Toni-Fanconi syndrome	De Toni-Fanconi syndrome			http://rarediseases.info.nih.gov/gard/9120/Toni-Fanconi-syndrome/resources/1
9124			Treacher Collins syndrome	Franceschetti-Klein syndrome;Mandibulofacial dysostosis;Mandibulofacial dysostosis without limb anomalies;MFD1;TCOF;TCS;Treacher Collins-Franceschetti syndrome;Treacher-Collins syndrome	154500	861	http://rarediseases.info.nih.gov/gard/9124/Treacher-Collins-syndrome/resources/1
9125			Treacher Collins syndrome 3	"Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive;TCS3"	248390		http://rarediseases.info.nih.gov/gard/9125/Treacher-Collins-syndrome-3/resources/1
9126			Dysgnathia complex	Agnathia-holoprosencephaly;Holoprosencephaly-agnathia	202650		http://rarediseases.info.nih.gov/gard/9126/Dysgnathia-complex/resources/1
9128			Idiopathic myopathy	"Idiopathic inflammatory myopathy;Idiopathic inflammatory myopathy, familial;IIM;Metabolic myopathy;Myositis"	160750		http://rarediseases.info.nih.gov/gard/9128/Idiopathic-myopathy/resources/1
9129			"Minicore myopathy, antenatal onset, with arthrogryposis"	"Multicore myopathy, antenatal onset, with arthrogryposis;Multiminicore myopathy, antenatal onset, with arthrogryposis"	607552		"http://rarediseases.info.nih.gov/gard/9129/Minicore-myopathy,-antenatal-onset,-with-arthrogryposis/resources/1"
9130			Multicore disease	Multiocre myopathy			http://rarediseases.info.nih.gov/gard/9130/Multicore-disease/resources/1
9131			Infective myositis				http://rarediseases.info.nih.gov/gard/9131/Infective-myositis/resources/1
9132			Adult progressive spinal muscular atrophy Aran Duchenne type	Adult SMA Aran Duchenne type;Aran Duchenne spinal muscular atrophy			http://rarediseases.info.nih.gov/gard/9132/Adult-progressive-spinal-muscular-atrophy-Aran-Duchenne-type/resources/1
9133			Pseudomyotonia				http://rarediseases.info.nih.gov/gard/9133/Pseudomyotonia/resources/1
9134			Congenital myotonic dystrophy				http://rarediseases.info.nih.gov/gard/9134/Congenital-myotonic-dystrophy/resources/1
9135			Muscular Dystrophy - Late Onset				http://rarediseases.info.nih.gov/gard/9135/Muscular-Dystrophy---Late-Onset/resources/1
9136			Ocular Muscular Dystrophy	Ocular MD			http://rarediseases.info.nih.gov/gard/9136/Ocular-Muscular-Dystrophy/resources/1
9137			Ophthalmoplegic Muscular dystrophy	Ophthalmoplegic MD			http://rarediseases.info.nih.gov/gard/9137/Ophthalmoplegic-Muscular-dystrophy/resources/1
9138			Congenital muscular dystrophy	CMD;Congenital MD;MDC		97242	http://rarediseases.info.nih.gov/gard/9138/Congenital-muscular-dystrophy/resources/1
9139			Autoimmune progesterone dermatitis	APD			http://rarediseases.info.nih.gov/gard/9139/Autoimmune-progesterone-dermatitis/resources/1
9142			Eosinophilic enteropathy	Eosinophilic enteritis;Eosinophilic esophagitis;Eosinophilic gastritis;Eosinophilic gastroenteritis;Eosinophilic gastroenteropathy;Fungal myositis			http://rarediseases.info.nih.gov/gard/9142/Eosinophilic-enteropathy/resources/1
9143			Retinoschisis of Fovea	Familial foveal retinoschisis;Foveal retinoschisis	268080		http://rarediseases.info.nih.gov/gard/9143/Retinoschisis-of-Fovea/resources/1
9144			Retinoschisis autosomal dominant	Autosomal dominant retinoschisis	180270		http://rarediseases.info.nih.gov/gard/9144/Retinoschisis-autosomal-dominant/resources/1
9145			Autosomal dominant pseudohypoaldosteronism type 1	"PHA1A;Pseudohypoaldosteronism type 1 autosomal dominant;Pseudohypoaldosteronism type 1, dominant;Renal PHA1;Renal pseudohypoaldosteronism type 1"	177735	171871	http://rarediseases.info.nih.gov/gard/9145/Autosomal-dominant-pseudohypoaldosteronism-type-1/resources/1
9146			Cardiofaciocutaneous syndrome	Cardio-facio-cutaneous syndrome;CFC syndrome;Congenital heart defects characteristic facial appearance ectodermal abnormalities and growth failure	115150	1340	http://rarediseases.info.nih.gov/gard/9146/Cardiofaciocutaneous-syndrome/resources/1
9147			Minimal change disease	Idiopathic minimal change nephrotic syndrome;MCNS;Minimal change glomerulopathy;Minimal change nephrotic syndrome			http://rarediseases.info.nih.gov/gard/9147/Minimal-change-disease/resources/1
9148			Pelger-Huet anomaly	"Ovoid neutrophil nuclei, developmental delay, epilepsy and skeletal abnormalities;Pelger Huet anomaly;Pelger-Huet nuclear anomaly;PHA"	169400		http://rarediseases.info.nih.gov/gard/9148/Pelger-Huet-anomaly/resources/1
9149			Retinitis pigmentosa 1	RP1	180100		http://rarediseases.info.nih.gov/gard/9149/Retinitis-pigmentosa-1/resources/1
9151			3 alpha methylcrotonyl-CoA carboxylase 2 deficiency	3 alpha methylcrotonylglycinuria 2;MCC 2 deficiency;Methylcrotonylglycinuria type 2	210210		http://rarediseases.info.nih.gov/gard/9151/3-alpha-methylcrotonyl-CoA-carboxylase-2-deficiency/resources/1
9152			3-beta-hydroxysteroid dehydrogenase deficiency	3-beta-HSD deficiency;3b-hydroxysteroid dehydrogenase deficiency;Adrenal hyperplasia 2;Adrenal hyperplasia II;HSD3B deficiency;Type II 3-beta-hydroxysteroid dehydrogenase deficiency	201810	90791	http://rarediseases.info.nih.gov/gard/9152/3-beta-hydroxysteroid-dehydrogenase-deficiency/resources/1
9154			Acetyl CoA acetyltransferase 2 deficiency	"ACAT2;Acetoacetyl CoA thiolase, cytosolic;Acetocoenzyme A acetyltransferase 2"	100678		http://rarediseases.info.nih.gov/gard/9154/Acetyl-CoA-acetyltransferase-2-deficiency/resources/1
9155			"Mental retardation X-linked, South African type"		300243		"http://rarediseases.info.nih.gov/gard/9155/Mental-retardation-X-linked,-South-African-type/resources/1"
9156			Mental retardation X-linked syndromic 7	"Ahmad X-linked Mental retardation syndrome;Mental retardation, obesity, hypogonadism, and tapering fingers;MRXS7;Syndromic X-linked intellectual disability 7;X-linked intellectual disability, Ahmad type"	300218	85274	http://rarediseases.info.nih.gov/gard/9156/Mental-retardation-X-linked-syndromic-7/resources/1
9157			Abidi X-linked mental retardation syndrome	"Mental retardation X-linked Abidi type;MRXSAB;Short stature, small head circumference, sloping forehead, hearing loss, cupped ears and small testes"	300262		http://rarediseases.info.nih.gov/gard/9157/Abidi-X-linked-mental-retardation-syndrome/resources/1
9158			Brody myopathy	Brody disease;Sarcoplasmic reticulum -Ca2+ATPase deficiency	601003	53347	http://rarediseases.info.nih.gov/gard/9158/Brody-myopathy/resources/1
9159			Dosage-sensitive sex reversal	DSS	300018		http://rarediseases.info.nih.gov/gard/9159/Dosage-sensitive-sex-reversal/resources/1
9161			Kanzaki disease	Adult-onset Alpha-N-acetylgalactosaminidase deficiency;Alpha-N-acetylgalactosaminidase deficiency adult onset;Alpha-N-acetylgalactosaminidase deficiency type 2;NAGA deficiency type 2;Schindler disease type 2	609242	79280	http://rarediseases.info.nih.gov/gard/9161/Kanzaki-disease/resources/1
9162			Fallopian tube cancer	Cancer of the fallopian tube			http://rarediseases.info.nih.gov/gard/9162/Fallopian-tube-cancer/resources/1
9163			Roifman syndrome	"Spondyloepiphseal dysplasia, retinal dystrophy and antibody deficiency"	300258		http://rarediseases.info.nih.gov/gard/9163/Roifman-syndrome/resources/1
9164			Rippling muscle disease	RMD	606072	97238	http://rarediseases.info.nih.gov/gard/9164/Rippling-muscle-disease/resources/1
9165			"Rippling muscle disease, 1"	RMD1	600332		"http://rarediseases.info.nih.gov/gard/9165/Rippling-muscle-disease,-1/resources/1"
9166			"Deafness, autosomal dominant nonsyndromic sensorineural 24"	DFNA 24	606282		"http://rarediseases.info.nih.gov/gard/9166/Deafness,-autosomal-dominant-nonsyndromic-sensorineural-24/resources/1"
9167			"Deafness, autosomal dominant nonsyndromic sensorineural 22"	DFNA 22	606346		"http://rarediseases.info.nih.gov/gard/9167/Deafness,-autosomal-dominant-nonsyndromic-sensorineural-22/resources/1"
9168			"Polyostotic osteolytic dysplasia, hereditary expansile"	"EOF;Expansile osteolysis, familial;Familial expansile osteolysis;FEO;HEPOD;Hereditary expansile polyostotic osteolytic dysplasia;Mccabe disease;McCabes disease;Osteolysis, familial expansile"	174810	85195	"http://rarediseases.info.nih.gov/gard/9168/Polyostotic-osteolytic-dysplasia,-hereditary-expansile/resources/1"
9169			"Dementia, familial Danish"	"Cerebellar ataxia, cataract, deafness, and dementia or psychosis;Familial Danish dementia;FDD;Heredopathia ophthalmootoencephalica;HOOE"	117300		"http://rarediseases.info.nih.gov/gard/9169/Dementia,-familial-Danish/resources/1"
9170			Hypotrichosis simplex	Hereditary hypotrichosis simplex;HHS	605389	55654	http://rarediseases.info.nih.gov/gard/9170/Hypotrichosis-simplex/resources/1
9171			Iris hypoplasia and glaucoma	IHG	308500		http://rarediseases.info.nih.gov/gard/9171/Iris-hypoplasia-and-glaucoma/resources/1
9172			Keratosis palmoplantaris striata 1	"Keratoderma, palmoplantar striate form 1;PPKS1;SPPK1;Striate palmoplantar keratoderma 1"	148700		http://rarediseases.info.nih.gov/gard/9172/Keratosis-palmoplantaris-striata-1/resources/1
9173			Keratosis palmoplantaris striata 3	Keratoderma palmoplantar striate form 3;PPKS3;Striate palmoplantar keratoderma 3	607654		http://rarediseases.info.nih.gov/gard/9173/Keratosis-palmoplantaris-striata-3/resources/1
9174			Parkinson disease type 9	"Autosomal recessive Parkinson disease 9;CLN12 disease;KRPPD;Kufor-Rakeb syndrome;Pallidopyramidal degeneration with supranuclear upgaze paresis, and dementia;Park 9;PARK9;Parkinsonism due to ATP13A2 deficiency"	606693	306674;314632	http://rarediseases.info.nih.gov/gard/9174/Parkinson-disease-type-9/resources/1
9175			Pallidopyramidal syndrome	Pallido-pyramidal disease;Parkinsonian-pyramidal syndrome	260300	171695	http://rarediseases.info.nih.gov/gard/9175/Pallidopyramidal-syndrome/resources/1
